Job Title,Job Description
Node js developer,"Key Skills:
Javascript
MySQL/MongoDB/DynamoDB/SQL server
ExpressJs
Angular/ReactJS
Redux
JS frameworks
AWS, Serverless/Cloud"
iOS Developer,"We are urgently hiring iOS developer
Experience- 2-4 Years in relevant
Skills- Shift, Objective C, Xcode, Core-data, integration of Google Map, publish an App to Appstore, GIT
Location- Bhubaneswar
Website : www.andolasoft.com
Job Location : Bhubaneswar
Years of Experience : 2 Yrs - 4 Yrs"
Machine Learning,"Job Location
Mountain View, California or Pune, India
Role and Responsibilities
Engineering core machine learning capabilities in our IoT platform by building tools and high-performance infrastructure for running ML models at the edge.
Creating supervised and semi-supervised ML models for the platform.
Core Qualifications
Candidates must meet ALL of the following qualifications.
Experience in Agile software development with strong programming experience in C++ or Python.
Experience in building and using high-speed data processing infrastructure and tools.
Have used or developed high performance C++ packages (e.g. LAPACK, BLAS, YOLO etc.)
Some experience with real-time stream processing data systems.
Training in data mining or statistics, enough to understand the context of developing software to be used by data scientists.
Algorithm experience in the families of predictive algorithms (regression, neural nets, decision trees) and clustering algorithms (k-means or other).
Bonus Qualifications
Any of the following extra qualifications will make a candidate more competitive.
Strong experience with C++ development and high-performance computing.
Cython programming or written python wrapper for C++.
Experience developing Machine Learning software infrastructure, algorithms and libraries.
Training or experience in Deep Learning, such as Keras, TensorFlow, convolutional neural networks (CNN) or Long Short Term Memory (LSTM) neural network.
Experience with PMML or PFA or TFR is of interest (see www.DMG.org).
How To Apply
To apply, submit resume and cover letter to HR at jobs@foghorn.io.
Indicate how you meet core and bonus qualifications including two to four detailed paragraphs of three data mining projects you have deployed."
iOS Developer,"Job Summary
Job Description-
Required Skills-
**
* Experience working with Google maps and core-location
* Experience working with Core-Data or SQLite
* Experience working with Socket
*
*
Responsibilities -
Deliver across the entire app life cycle concept, design, build, deploy, test, release to app stores and support
Working directly with developers and product managers to conceptualize, build, test and realize products
Gather requirements around functionality and translate those requirements into elegant functional solutions
Build prototypes at tech scoping stage of projects
Working along the web developers to create and maintain a robust framework to support the apps
Working with the front-end developers to build the interface with focus on usability features
Create compelling device specific user interfaces and experiences
Standardizing the platform and in some cases apps to deliver across multiple brands with minimal duplication of effort
Optimizing performance for the apps
Keep up to date on the latest industry trends in the mobile / tablet technologies
Explain technologies and solutions to technical and non-technical stakeholders
Familiarity with RESTful APIs to connect iOS applications to back-end services
Ability to independently handle projects
Job Type: Full-time
Salary: 200,000.00 - 600,000.00 per year
Schedule:
Day shift
Location:
Bengaluru, Karnataka (Required)
Benefits:
Health insurance
Provident fund (PF)
Paid leaves / Leave encashment
Flexible work hours
Joining bonus
Other
Industry:
IT Operations & Helpdesk
Work Remotely:
Temporarily due to COVID-19"
JavaScript Developer,"Chennai
Experience with development in JavaScript, Jquery, NodeJs. Strong knowledge in Java, HTML, CSS.
Knowledge in Spring Framework, Hibernate, SQL, AngularJs, JPA, AWS.
He/she should have very good communication skills, strong analytical and problem-solving skills. He should be able to understand the existing web-based application and can communicate with the client independently. He should able to handle a team assigned to him."
Node js developer,"Location: Pune
Experience: 3+ years
Requirements:
 Strong Hands-on Experience on NodeJS.
 Hands-on experience in writing Node JS Backend APIs and Microservices.
 Should have relevant experience in MongoDB, Express JS, Angular JS, and Node JS.
 Must have at least 3+ years. relevant experience in MEAN Stack development.
 Strong knowledge of back-end programming languages such as JavaScript, TypeScript, and Node.js framework.
 Experience on Express.js is an added advantage
 Development experience for both mobile and desktop.
 Database Experience in MongoDB, MySQL, PostgreSQL, SQLite.
 Experience on HTML5, CSS3 and Bootstrap.
 Excellent communication in written and spoken English.
 Kindly share your resume along with your GitHub ID
 Self Starter and should be able to work independently with minimal supervision.
 Experience with billing systems is an added advantage.
 Knowledge of Kubernetes, Docker is a very big plus.
Job Type: Full-time
Experience:
NodeJs: 3 years (Required)
Education:
Bachelor's (Preferred)
Location:
Pune, Maharashtra (Preferred)
Work Remotely:
Temporarily due to COVID-19"
PHP Developer,"Hi,
We are a US based company and looking for Wordpress and PHP Developers. We are looking for both Full time and Part time developers. Work will be done remotely and you should have a good condition computers and internet.
Job Types: Full-time, Part-time, Regular / Permanent, Freelance
Pay: 20,000.00 - 70,000.00 per month
Benefits:
Flexible schedule
Schedule:
Day shift
Night shift
Supplemental Pay:
Overtime pay
Performance bonus
Industry:
IT Operations & Helpdesk
Work Remotely:
Yes"
Django Developer,"4
Experience Level
2 to 5 Yrs.
Job Description
Web App Development using Python (Django) on Django Rest Framework
Key understanding of Object-Oriented Programming, Web Architecture, Rest Framework, SDLC.
Familiarity with some ORM (Object Relational Mapper) libraries
Able to integrate multiple data sources and databases into one system
Understanding of the threading and multi-process architecture
Good understanding of server-side templating languages (such as Jinja 2, Mako)
Good understanding of front-end technologies, such as JavaScript, HTML5, and CSS
Integration of data storage solutions (MySql, Postgres, Redis, ElasticSearch)
Understanding of accessibility and security compliance
Knowledge of user authentication and authorization between multiple systems, servers, and environments
Understanding of fundamental design principles behind a scalable application
Familiarity with event-driven programming in Python
Understanding of the differences between multiple delivery platforms, such as mobile vs desktop, and optimizing output to match the specific platform
Able to create database schemas that represent and support business processes
Strong unit test and debugging skills
Proficient understanding of code versioning tools (Git)
Apply Now"
Database Administrator,apu seeking employee desire engage thriving culture cultivating community professional interaction demonstrating posture lifelong learning modeling christ-like character working together employee apu commit establishing university atmosphere pleasing god edifying one another database administrator provide oversight direction database technology discipline include database administration database design standard procedure database development oracle environment optimizes system reliability performance university customer manage deliver database design performance tuning hand administration server database well database tool service supporting oracle rdbms oracle peoplesoft business intelligence technology including oracle data integrator obiee part agile team desiring implement latest industry concept seek continuous improvement foster collaboration value diversity opinion leading shared philosophy celebrate success value technology expertise empower strive excellence craft training team interaction team seek build one another professionally spiritually required education bachelor degree required computer science related field preferred required experience five year oracle database administration experience emphasis capacity planning disaster recovery performance tuning database implementation migration upgrade experience also preferred experience oracle10g and/or 11g unix linux environment primary duties/essential function responsible database server installation configuration maintenance production test development database 24x7 support environment assist developer creating efficient well-designed data model meet business requirement plan implement regularly test disaster recovery plan ensure business continuity monitor database server performance capacity recommend improvement needed assist troubleshooting performance tuning sql sqr script manage database security access control production test development environment ensure data integrity configure troubleshoot monitor database storage maintain failover instance production database oracle data guard prepare maintain documentation database configuration process serve project team technical lead database related project regular punctual attendance required supervisor based department need performs duty assigned supervisor skill strong knowledge complex database management system technology tool methodology strong knowledge oracle 11g administration firm grasp data warehousing concept architecture ability write script sql pl/sql database replication data guard strong understanding storage technology san device-mapper multipath oracle asm strong skill linux operating system command utility familiarity basic system administration tool process ; example ability boot/shut machine add remove user account use backup program fsck chkdsk manage shared resource e.g file system printer mount remote file system maintain system database file group host alias usermanager mental demans independent problem-solving self-direction ability work well alone team ability communicate train others concerning complex technical topic agreement purpose goal azusa pacific university providing christian-based higher education student physical demand ability lift pull grasp bend lower file drawer reach top 4 drawer file cabinet ability lift 20 lb repetitive keyboard work telephone usage-hearing speaking intermittent sitting standing ability conduct business office campus visual demand computer monitor reading environment pleasant office setting comfortable temperature technology linux/unix server platform window mac mobile client platform oracle 11g rdms asm data guard rman oracle enterprise manager grid control documentation tool google apps wiki microsoft office azusa pacific university christ-centered multicultural community value seek faculty staff committed diversity work effectively diverse population engage others way honor rich cultural mosaic biblical foundation click discover many benefit apu employee enjoy including competitive health care option 8 retirement match generous tuition discount http //www.apu.edu/humanresources/benefits/ learn apu watching story faculty staff alumnus carry mission http //www.apu.edu/stories/ azusa pacific university conduct background check final candidate review application begin immediately position remain open filled unless otherwise stated azusa pacific university doe discriminate basis race color national origin sex age disability status veteran policy practice procedure woman minority encouraged apply required skill required experience
Django Developer,"Key Skills
 Rest
 Front End
 Django
 Debugging
 PHP & Java script
 HTML
 ORMO
 object Oriented Programming
 Python
 Quality Standards
 Version Control: SVN, CVS, Git, GitHub.
 Cloud Computing: AWS EC2, S3, RDS (MySQL), SQS.
 Analytic Tools: Adobe CQ, Google Analytics Fiddler
 Application servers: Apache Tomcat, Nginix, JBoss, WebLogic, WebSphere
 Databases: Oracle (9i,10g, 11g), My SQL, Apache Cassandra, MongoDB
 IDE s/ Development Tools: NetBeans, Eclipse, PyCharm, and Sublime Text.
 Operating Systems: Windows, Red hat Linux 4.x/5.x/6.x, Ubuntu, and MAC OSX.
 Protocols: TCP/IP, HTTP/HTTPS, SOAP
 Deployment Tools: Heroku, Jenkins
 Issue Trackers: Bugzilla, JIRA and Crucible.
 working with various Python Integrated Development Environments like NetBeans, PyCharm, PyScripter, PyDev, Eclipse and Sublime Text.
 IT Experience in design, development, testing and implementation of various stand - alone and client-server architecture based enterprise application software in Python on different domains.
 Good experience in developing web applications implementing Model View Control architecture using Django, Flask, and spring web application frameworks.
 Object Oriented Analysis in developing server side and front-end framework using various design patterns.
 Skilled experience in Python with proven expertise in using new tools and technical developments (libraries used: libraries- Beautiful Soup, Jasy, numpy, Scipy, matplotlib, Pickle, PySide, python-twitter, Pandas dataframe, networkx, urllib2, mongodb ,MySQL dB for database connectivity) to drive improvements throughout entire software development lifecycle.
 Good knowledge on front end frame works like CSS Bootstrap.
Job Types: Full-time, Walk-In
Salary: 10,000.00 - 20,000.00 per month
Experience:
total work: 2 years (Preferred)
Education:
Bachelor's (Preferred)"
Backend Developer,"Project Description:
Luxoft FM technology platform supports Collateral Management
The successful partner must demonstrate global reach across the core delivery and business centers for covering Bangalore, Tianjin (China) and Singapore
Responsibilities:
Develop solutions following established technical design, application development standards and quality processes in projects
Assess the impacts on technical design because of the changes in functional requirements.
Perform independent code reviews and execute unit tests on modules developed by self and other junior team members on the project.
Write well-designed, efficient, and testable code
Interact with other stakeholders not limited to end-user clients, Project Manager/Scrum master, Business Analysts, offshore development, testing and other cross-functional teams.
Skills Required:"
Wordpress Developer,"Kindly send your resume on hr@leoinfotech.in
Skills:
Must have good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery
Must have experience in building user interfaces for websites and/or web applications
Must have experience with WordPress, WooCommerce, opencart, Prestashop etc
Must have knowledge of PHP programming background to implement core WP functions, template tags & hooks in the WP Theme and Plugin
Must have experience designing and developing responsive design websites
Must be comfortable working with debugging tools like Firebug, Chrome inspector, etc.
Job Type: Full Time
Experience:
06 months to 6 years
Education:
B.E/B. Tech (Computer/ IT), BCA/BCS"
iOS Developer,"iPhone Developer:
To excel at Simform, you should be excited to work at a fast-growing technology company with a culture of opportunities. Were looking for someone who will take advantage of the opportunity for personal development and increased responsibility that a fast growing company offers. Ideally, you are confident in your abilities, are positive and personable, and always looking for new and creative ways to get things done and serve our customers better.
We are looking for a mobile developer to bring the best of our apps to iOS devices. Your primary focus will be to develop and maintain iOS apps in integration with the back-end services. With your host of expertise, you shall contribute to intuitive design, aesthetics and the best user experience of the app.
Responsibilities:
Design and development of professional business applications for the iOS platform.
Your leadership will help to continuously discover, evaluate, and implement new technologies to improve development efficiency.
Collaborate with multi-functional teams to define, design, and ship new features in a dynamic work environment.
You will work with external data sources/ APIs, unit-test code for robustness, including edge cases, usability, and general reliability.
Will work on fixing bugs and improving application responsiveness, quality and performance.
Your leadership will help to continuously discover, evaluate, and implement new technologies to improve development efficiency.
Requirement:
Proficient with Objective-C or Swift
Experience with macOS app development and watchOS app development will be a plus.
Experienced with iOS frameworks viz. Core Data, Core Animation, Core Graphics and Core Text
Deep understanding of Apples design principles and interface guidelines
Familiar working with RESTful APIs, third party libraries and API, cloud message APIs and push notifications
Knowledgeable with performance tuning, threading and offline storage.
Understand code versioning tools viz. Git, Mercurial
Knowledge of low-level C-based libraries are useful
Experienced in continuous integration will be plus"
Full Stack Developer,creative technology team member responsible high-quality delivery range project utilizing skill open stack software engineer role node.js/php focused position many opportunity collaborate .net team build multi-platform solution work collaboratively team member group within organization able work independently understands involve others ask senior support bring understanding fiscal responsibility agency client execute development web software strong focus security performance robustness system leverage experience develop help guide creative technology solution look way enhance/improve quality project delivered add value agency eye client write code-level api documentation well needed project-level user documentation generate project estimate loes play part planning release goal little-to-zero end-user impact need 3-7+ year web development experience php 5.6+ j mysql object-oriented programming design pattern solid strong proficiency relational database concept data modeling one mvc framework symfony 2 laravel preferred http caching methodology good proficiency linux/nix platform vcs bitbucket git subversion etc composer javascript custom written via usage library plugins framework soa n-tier architecture - communication including restful service soap json etc html/css experience following plus build tool phing ant etc micro-services architecture continuous integration/deployment tool jenkins ansible puppet chef etc react/redux role based dallas tx equal opportunity employer qualified applicant receive consideration employment without regard race color religion sex national origin disability status protected veteran status characteristic protected law
Java Developer,"Experience 5 10 years
Location Mumbai (NKP) / we works
No of positions 30
Mandatory : Individual contributor, problem solving, multithreading, hands on coding, excellent core concepts
Primary Skills / Must have:
Knows Java Programming Language (Java 7, 8) with Object-Oriented Design and Spring Framework.
Understanding of Restful Services development.
Has a good understanding of asynchronous requests, multithreading and related issues and ways to resolve them.
Has a good understanding of web and web programming principles, cookies, sessions etc.
Familiar with tomcat, servlet model and their limitations.
Has a good understanding of basic algorithms and data structures.
Good analytical skills, problem-solving skills and willingness to learn
Good communication and collaboration skills. Willing to ask questions.
Team player
Secondary Skills / Desired skills
Modern web development tools including JavaScript frameworks such as Angular JS and CSS frameworks such as Bootstrap.
Job Category: Development
*
Job Type: Full Time
Job Location: Mumbai
Job Type: Full-time
Salary: From 1,500,000.00 per year
Benefits:
Life insurance
Paid sick time
Paid time off
Work from home
Schedule:
Monday to Friday
Experience:
total work: 5 years (Preferred)
Speak with the employer
+91 9885255945"
Database Administrator,mandatory skill sql admin job description key skill required job sql admin-l3 mandatory senior administrator able handle first point escalation technical process issue provide technical subject matter expertise wherever required ensure proper communication quick resolution crisis manager plan schedule change coordinating different stakeholder perform rca major incident related / tower follow quality / security process defined engagement perform trend analysis identify top incident work respective teams/individual minimize incident hardware troubleshooting & vendor coordination prepare weekly monthly status report participate business meeting various stake holder need basis take corrective action based customer satisfaction survey work service improvement program effort estimation/reviews need basis new project training new team member able work knowledge acquisition update related document minimum work experience:3 - 5 year role & responsibility minimum experience required 3-5 year mandatory skill sql admin database performance tuning infra trouble shooting operation database high availability infra storage administration database admin database backup recovery desirable skill language skill english language
DevOps Engineer,"Vidooly is looking for candidates with analytical minds and result oriented work ethics to join our software engineering dev ops team in a full-time role. A positive, eager, and responsive attitude to solve problems is the most important requirement for the role.
We are a SaaS-based video intelligence software product company, based in Noida Sector 62. Our customers are online video content creators, media companies, brands, multi-channel networks & agencies across the world.
noofpost
1
edu
language
experience
3-6 years
roles
roleheading
rolepoint
As an engineer, the incumbent would be responsible to automate and streamline our operations and processes.
Build and maintain tools for deployment, monitoring and operations.
Troubleshoot and resolve issues in test and production environments.
Research and recommend innovative, and where possible, automated processes for Systems Administrator tasks.
Maintain integrity of the network, server deployment and network security.
Administer servers, storage devices, backup devices, VPN Gateways, and wireless infrastructure.
Perform daily system and security monitoring.
Handle critical operation tasks as well as on demand requests.
Work closely with development teams to integrate their projects into the production AWS environment and ensure their ongoing support once there.
Be a DevOps champion - work closely with other internal teams to build security, reliability, and scalability into the development lifecycle.
Build engineering automation and productivity tools to streamline and scale applications in the production environment.
Build from the ground up reliable infrastructure services in AWS to deliver highly scalable services.
Experience in failover configuration and Disaster Recovery process setup.
Troubleshoot and resolve issues related to application development, deployment, and operations.
skills
Good hold in LINUX Operating System
Monitoring - CloudWatch, Nagios, New Relic, ELK
Solid experience and background working with AWS services including but not limited to EC2, VPC, ELB, S3, CloudFormation, Opsworks, RDS, Route53, SQS, IAM, SES, API Gateway, EMR, Auto scale, Cloud watch, etc.
Strong written and verbal communication skills, along with customer service, troubleshooting, and skills.
B.E/B-Tech/BCA/MCA/M-tech with 3-6 year of experience in software product company managing server."
Machine Learning,"Date: Sep 2, 2020
As the tech firm that created the mobile world, and with more than 54,000 patents to our name, weve made it our business to make a mark. When joining our team at Ericsson you are empowered to learn, lead and perform at your best, shaping the future of technology. This is a place where you're welcomed as your own perfectly unique self, and celebrated for the skills, talent, and perspective you bring to the team. Are you in? Come, and be where it begins.
As a Data Scientist, you will need to have strong programming skills and strong understanding of data science and Machine Learning tools. You will use your knowledge and/or experience in Data Science methodologies and apply them to solve challenging real-world problems as part of a highly dynamic and global team. You will work in a highly collaborative environment where you communicate and plan tasks and ideas. You will be working on high impact initiatives with other DS in Machine Intelligence to drive growth and economic profitability for Ericsson and its customers by accelerating current Ericsson offerings. Your contribution will also help to create new offerings in the areas of MI driven 4G and 5G network, distributed cloud, IoT and other emerging businesses.
You will
Responsible for developing scientific methods, processes, and systems to extract knowledge or insights to drive the future of applied analytics.
Mine and analyze data from company databases to drive optimization and improvement of product development and business strategies.
Assess the effectiveness of new data sources and data gathering techniques. Develop custom data models and algorithms to apply to data sets.
Use predictive modeling to enhance customer experiences, revenue generation and other business outcomes. Develop company A/B testing framework and test model quality.
To be successful in the role you must have
Solid understanding in Statistics, e.g., hypothesis formulation, hypothesis testing, descriptive analysis and data exploration.
Aptitude and skills in Machine Learning, e.g., linear/logistics regression discriminant analysis, bagging, random forest, Bayesian model, SVM, neural networks, etc.
Strong programming skills in various languages (Python, Scala, R)
Strong ambition to learn and implement current state of the art machine learning frameworks such as Scikit-Learn, H2O, Keras, TensorFlow, and Spark.
Familiarity with Linux/OS X command line, version control software (git), and general software development.
Experience in programming or scripting to enable ETL development
Familiarity with relational databases.
Minimum years of experience: 1-3 years of proven experience.
Whats in it for you?
Here at Ericsson, our culture is built on over a century of courageous decisions. With us, you will no longer be dreaming of what the future holds you will be redefining it. You wont develop for the status quo, but will build what replaces it. Joining us is a way to move your career in any direction you want; with hundreds of career opportunities in locations all over the world, in a place where co-creation and collaboration are embedded into the walls. You will find yourself in a speak-up environment where empathy and humanness serve as cornerstones for how we work, and where work-life balance is a priority. Welcome to an inclusive, global company where your opportunity to make an impact is endless.
What happens once you apply?
To prepare yourself for next steps, please explore here: https://www.ericsson.com/en/careers/job-opportunities/hiring-process
We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.
Do you believe that an organization fostering an environment of cooperation and collaboration to execute with speed creates better business value? Do you value a culture of humanness, where fact based decisions are important and our people are encouraged to speak up? Do you believe that diverse, inclusive teams drive performance and innovation? At Ericsson, we do.
We provide equal employment opportunities without regard to race, color, gender, sexual orientation, transgender status, gender identity and/or expression, marital status, pregnancy, parental status, religion, political opinion, nationality, ethnic background, social origin, social status, indigenous status, disability, age, union membership or employee representation and any other characteristic protected by local law or Ericssons Code of Business Ethics."
Machine Learning,"Job Description:
We are looking for an experienced Data Scientist having excellent working knowledge of NLP & deep learning frameworks. He/She should be keen to collaborate with product and engineering heads using notebooks and visualizations. He/she should ask right questions, connect the dots and uncover hidden potential of data.
Responsibilities:
 Work as the lead data strategist, identifying and integrating new datasets that can be leveraged through the product capabilities and work closely with the engineering team to strategize and execute the development of data products
 Develop advanced algorithms that solve problems of large dimensionality in a computationally efficient and statistically effective manner
 Execute application of statistical and data mining techniques (e.g. hypothesis testing, machine learning and retrieval processes) on large, unstructured data sets to identify trends, figures and other relevant information
 Evaluate emerging datasets and technologies
 Own development of select assets/accelerators that create scale
Mandatory skillset:
 Deep understanding and experience with Python libraries - Pandas and Numpy in regards to Large dataset processing and Linear Algebra respectively
 Excellent understanding of Statistics & Probability using Python
 Ability to write, debug and resolve issues in complex SQL scripts
 Good experience with at least one NLP library - Spacy, Gensim, NLTK
 Good understanding of NLP concepts - Stemming, Lemmatization, NER, TF-IDF, WordNet, Bag of words, Rule based NLP vs Statistical NLP, current challenges in NLP
 Good experience with at least one Notebook - Jupyter, Google Collab, AWS sagemaker and comfortable with visualization using matplotlib, seaborn
 Exposure to Scikit based machine learning models
 Experience with Feature Engineering concepts - Feature Selection, Feature transformation, Feature extraction
 Experience with AWS services; Conceptual understanding of AWS Lambda
 Experience with distributed training, MLOps - model.joblib, pkl, model deployment, awareness of approach towards shipping trained model to production
 Conceptual understanding/POC of Deep learning basics - Neural networks, Tensorflow/Keras, Classification, Regression
Optional Skillset:
 Transfer Learning using BERT
 Experience with Data warehouse like AWS Redshift, Snowflake, Google Bigquery
Skills :
deep learning frameworks, Scripting, NLP libraries, Testing, Python, Algorithms, aws, SQL
Job Type: Full-time
Salary: 360,121.00 - 1,706,410.00 per year
Schedule:
Day shift
Experience:
total worNLP library - Spacy, Gensim, NLTKk: 5 years (Preferred)
Python libraries - Pandas and Numpy i: 5 years (Preferred)
wAWS services; Conceptual understanding of AWS Lambdaork: 5 years (Preferred)
Education:
Secondary(10th Pass) (Preferred)"
JavaScript Developer,"Job Title: Jr. Software Engineer
Experience: 0-1 year
Company: Network Components Pvt. Ltd (NCPL)
Department: Software Development
Joining: Immediate
Location: Pune
Position Type: Full-time
Stipend: 10,000 per month
(For 6 months)
Salary Package: 2.5 LPA
(After 6 months)
Bond: 2 years
Job Description:
Job Responsibilities :
 Work with developers, BAs and clients to design and build new features.
 Advice, collaborate and synthesize feedback from UX designers and QA engineers.
 Produce clean, semantic HTML and CSS, agonizing along the way for pixel perfection,
along with good JavaScript code.
 Ensure cross-browser compatibility.
Minimum Qualifications :
 Bachelors degree.
 Strong analytical and logical skills.
 Basic knowledge of JavaScript and Angular JS.
 Considerable ability to understand and grasp wire-frame designs.
Preferred Qualifications :
 Previous experience in Angular JS, with a portfolio to showcase.
 Solid understanding of Human Centered Design.
Published on: 24/08/2020
Last date for submitting form: 26/08/2020"
Node js developer,"Mandatory Skills : node .jsmongo - db.no sql payment gateway graph api ajax css video encryption and management with filters payment gateway with wallet attachmentes6
Additional Skills : javascript ( nodejshtml & cssajax
Job Description :
Node Js Developer
We are looking for a Node.js Developer responsible for managing the interchange of data between the server and the users.
Your primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end.
You will also be responsible for integrating the front-end elements built by your co-workers into the application. Therefore, a basic understanding of front-end technologies is necessary as well.
Roles and Responsibilities :
Integration of user-facing elements developed by front-end developers with server side logic
Writing reusable, testable, and efficient code
Design and implementation of low-latency, high-availability, and performant applications
Implementation of security and data protection
Integration of data storage solutions
Skills :
Strong understanding of Node.js and express
Produce high-quality code and experience with security implementations Identifying application security risks and
Implementing security patches procedures.
Strong hold on MongoDB and experience on other No SQL databases.
Experience with Graph, Payment Gateway, Node.js process management, and web sockets like socket.io.
Experience on the Integration of multiple data sources and databases into one system.
Must have good knowledge in Object-Oriented JavaScript, ES6, or Typescript.
Good knowledge of coding standards, design patterns, unit testing.
Strong hold on Data Structures and Algorithms.
Expertise in building scalable & reliable systems.
Good Experience in working with technologies like AWS.
Strong problem solving and analytical skills.
Able to architect large software from scratch
Requirements :
Previous working experience as a Node.js Developer for 2+ years
Bachelors in computer science, engineering or similar relevant field
In depth knowledge of Node.js
Hands on experience with HTML, CSS, and AJAX
Strong hold on MongoDB and experience on other No SQL databases
Experience with Graph, Payment Gateway with wallet attachment and Node.js process management
Hands on experience in Video encrypting and video management with working of filters.
Job Type: Full-time
Salary: 25,000.00 - 30,000.00 per year
Schedule:
Day shift
Experience:
mongoose: 1 year (Preferred)
express: 1 year (Preferred)
mongodb: 1 year (Preferred)
node: 2 years (Preferred)
socketio: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Wordpress Developer,"Location: Madurai Experience: 2+ years Qualification: Any degree with designing skills
Candidate should have excellent knowledge of WordPress, MySQL, CSS, HTML and jQuery.
Knowledge of custom WordPress development and troubleshooting.
Should have strong coding knowledge in WordPress Platform.
Experience in designing and developing responsive websites
Strong Analytical and Problem-Solving Skills.
Good in Communication skills.
Apply Now"
Backend Developer,"Opening for Backend developer in Cryptocurrency
Should have a min of 3-6 yrs of experience in either Node / Go Lang / Mongo / AWS / Lambada etc
Location Bangalore (WTC)
Compulsory work from office
International travel on need basis
Mandatory coding test before HR interview
Job Type: Full-time
Salary: 700,000.00 - 1,200,000.00 per year
Schedule:
Day shift
Experience:
total work: 3 years (Required)
Development : 3 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
No
Speak with the employer
+91 9611922877"
Full Stack Developer,onesky flight seeking experienced full stack engineer passionate innovation web technology help u build engaging intelligent web application private jet operation team support technology need four established private jet brand flexjet flight option sentient jet sky jet constantly updating operation system adding team enable u even always wanted work innovative company ha agility startup ha decade experience industry leader within fast-paced growing industry like private aviation ? duty & responsibility full stack engineer would responsible developing new feature optimizing existing feature suite operation application develop code efficient smart impactful operation system core business work highly visible make decision best ui practice optimal online experience learn private jet / fractional jet industry develop creative new feature enhance capability operation owner service team education & experience bachelor degree computer science software engineering mi related field ; equivalent combination education experience strong background w/ javascript framework preferably angular j strong experience w/ c mvc .net 4.0+ entity framework 6.0+ experience j ui component preferably jq widget two+ year experience jquery angular j library two+ year experience asp.net/c corporate environment two+ year experience building data driven application using service oriented architecture must love visual design ux current trending development tool workflow including tfs git required skill experienced web developer ability work productively fast-paced environment excellent communication skill ability understand business concept impact development effort ability communicate technical issue engage productive thoughtful discussion implementation ability adapt quickly existing complex environment self-motivated independent exceptional relationship management skill exceptional attention detail well-developed interpersonal skill promote foster team culture posse excellent organizational skill communication skill written verbal ability work independently well part team manage time across multiple task do-what-it-takes approach thrives fluid ever-changing environment plus required prior experience travel aviation experience location based service hold pilot license working towards obtaining pilot license
Wordpress Developer,"We are looking for a WordPress developer having 1-3 years of experience in coding WordPress themes/plugins. The candidate must have good knowledge WordPress functions/hooks/widgets etc.
What You Will Be Doing
Code and implement WordPress sites from Photoshop layout through HTML/CSS to a custom theme, functions, and plugins.
Ability to compare a Photoshop layout to a coded page and pick out the differences is key.
Design and implement new features, enhancements, and content for existing websites.
Create and update re-usable code libraries to streamline WordPress development cycle.
Develop system test criteria and participate in systems testing.
Respond to, isolate and resolve programming problems.
Facilitate client WordPress training, site documentation and maintenance.
What You Need for this Position
Documented experience in delivering websites using WordPress, understanding its strengths and weaknesses.
Setup of WordPress options, plugin installation and configuration.
Expertise in building responsive and scalable sites for all platforms.
Proficient in PHP, HTML5, CSS3, JavaScript, and jQuery.
Experience with version control systems like Git,Svn etc.
Bachelors Degree or higher in a related field is preferred."
Wordpress Developer,"Job Location: * Phase 8B, Industrial Area, Mohali
\*1-3 Years experience with web development and with WordPress
Experience in HTML/CSS
1-3 Years experience with web development and WordPress required
Experience in PHP
JavaScript and any particular librarysuch as jQuery
Knowledge of WordPress REST API would be a plus
Strong communication skills and the ability to work independently and as part of a team required.
We can arrange for telephonic interview first if you are interested in the job.
IMPORTANT: *IF YOU ARE LOOKING FOR A REMOTE JOB - PLEASE DON'T APPLY
Job Type: Full-time
Salary: 10,000.00 - 30,000.00 per month
Experience:
WordPress: 1 year (Preferred)
work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Location:
Mohali, Punjab (Preferred)"
