Job Title,Job Description
Backend Developer,"Job description:
- Go(Preferred) / Erlang/ Ruby/ Python.
- XMPP Protocol, TCP, eJabberd
- MySQL/ Postgres/ Mnesia or MongoDB, Caching: Redis or Memcache
Git/ Bitbucket
- Must possess past experience of developing Instant messaging apps.
Job Type: Full-time
Schedule:
Day shift
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Java Developer,"Java Developer Schaumburg, IL
Are you currently working with Java, JavaScript, Spring, Junit, JBoss, IBM Message Queuing and InfoSphere? Looking for a progressive, fast paced company that offers stability, a great benefits package and an employee-focused culture you could thrive in?
Zurich is currently seeking a Java Developer with 7 or more years experience to work out of our North American headquarters in Schaumburg, IL and will serve as a client-facing leader within the organization using Java and JavaScript to improve results. In this role you will be working on enhancement and/or development projects, proof of concepts, analysis, design, solutions, coding, and implementation. In addition, you will be reviewing, analyzing and modifying systems per requirements via tasks including but not limited to coding, testing and debugging. Additional responsibilities will include consulting with business partners and users to identify current operating procedures and clarify system objectives as well as problem solving, preparing technical documentation and knowledge sharing with support resources.
The Java Developer will manage and control system development projects and will undertake the most complex business analysis and software development work, typically requiring a deep knowledge of working practices and business processes in one or more business areas. Provides technical advice and guidance to colleagues to support the specification and development of software solutions
If you think you could be a fit for this role, and match the Basic Qualifications below, apply today!
Basic Qualifications:
Bachelors Degree and 7 or more years of experience in the Software Programming Applications area
OR
High School Diploma or Equivalent and 8 or more years of experience in the Software Programming Applications area
OR
Zurich Certified Insurance Apprentice including an Associate Degree and 5 or more years of experience in the Software Programming Applications area
AND
Experience assisting with design, coding benchmark testing, debugging and documentation of programs
Experience working with multiple phases of software systems programming applications
Experience working with multiple programming languages
Preferred Qualifications:
5 or more years of Java implementations including user interfaces, integrations, and web services
JDK version 7 to 11 experience (and working knowledge of older versions)
Excellent object-oriented analysis, design skills, DevOps skills and system integration skills
Experience designing and developing process-based solutions
Experience in enforcing best practices in Java architecture, design and coding
Java Services Development experience
Experience leading a group of developers
Experience with Agile process methodology
Strong leadership and problem-solving skills but with the ability to work independently and as a member of a team
Strong verbal and written communication skills
Insurance industry experience
Additional Information
Imagine working for a company that truly cares about their employees, customers, stakeholders, and communities they serve. Imagine working for a values-driven organization that has the ambition and desire to be the best global insurance provider in the world. Zurich is that place where 55,000 employees across approximately 200 countries and territories are all focused on helping people and helping companies protect what is truly most important to them. We are a values-driven organization that takes pride in the work that we do every day and we have the ambition to be the best global insurer in the world.
EOE disability/vets
Zurich does not accept unsolicited resumes from search firms or employment agencies. Any unsolicited resume will become the property of Zurich American Insurance. If you are a preferred vendor, please use our Recruiting Agency Portal for resume submission.
Primary Location United States-Illinois-Schaumburg
Schedule Full-time
Travel Yes, 10 % of the Time
Relocation Available No
Job Posting 10/14/20"
DevOps Engineer,"As permanent GitHUB administrator, you will manage Git repositories that serve teams operating worldwide. You will participate in driving the adoption, maintenance, and full lifecycle support for an enterprise with a growing GitHub community. In addition to GitHUB, you will choose & deploy commercial & open source tools & technologies with an emphasis on operational self- service & continuous integration. You will maintain & manage Git source code repositories and expected to have good practical understanding of technology, its application and be involved in maintaining and documenting day to day administration support activities.
Your Responsibilities
Administer GitHub, including but not limited to, setting up new users, groups, projects, and configurations
Provide first level support of any GitHub issues encountered by users.
Able to work with project teams to troubleshoot issues with their GitHub/DevOps solutions, that are often custom integrated to achieve their CI/CD requirements
Experience with supporting GitHub at an enterprise level across numerous project teams
Experience with installing and configuring from Linux root, administering GitHub from Admin GUI, and troubleshooting performance and user access issues
Understanding and/or experience implementing automation procedures/scripts
Drives day to day operations and work plan allocation/management. Conduct periodic reviews with teams.
Able to understand an enterprise GitHub architecture that spans multiple environments
Able to educate the enterprise community on appropriate and efficient GitHub usage
Support establishment and promotion of GitHub best practices and take corrective actions based on the customer satisfaction surveys. Drive service improvement programs.
Work closely with Build and Release teams to train, mentor, & evangelize best practices and ensure teams to adhere to GitHub guidelines
As needed, support defining guidelines and procedures for future enhancements
A motivated self-starting personality, able to work independently while maintaining patience with constant interruptions and multiple requests
Comfortable working with mission critical and sensitive systems, with a sense of urgency appropriate to the responsibilities
Your Qualifications
MS or BS in Computer Science, Engineering, or a related technical discipline.
3+ years experience administering GitHUB services, including CI/CD runners with Deep Subject Matter expertise of the Perforce or Git product base.
Experience in managing other version control applications like Perforce with an Experience in migration from Perforce to GIT is desirable.
3+ years experience creating and debugging scripts using python, bash or powershell.
3+ years experience with Linux and/or Windows Server administration.
Experience in working with virtualized and/or cloud-based environments (AWS / Google Cloud / Azure...etc).
Ability to independently diagnose and solve problems with SCM-based services utilizing full stack troubleshooting processes.
Experience with configuring and troubleshooting HTTP/REST/JSON based services.
Experience with configuration management: Chef, Puppet, or Ansible...etc. and strong understanding of IT service-based protocols: TCP/IP, DNS, SSH/SSL, AD/LDAP etc.
Excellent verbal and written communication skills Excellent problem solving and troubleshooting skills required.
Excellent problem solving, analytical skills and technical troubleshooting skills.
Clarity and precision in verbal and written communications.
Ability to learn new skills quickly as needed.
Technical skills required:
Git and GitHub
Demonstrated understanding of core Git architecture and branch methodology
Conflict resolution
Git versioning lifecycle
Forking
GitHub branch protection\status checks\collaborator management
HTTP troubleshooting
Edge\Chrome\IE Dev tools
GitHub Desktop
YAML
JSON
Markdown and HTML
Nice to have skills:
Coding skills: PowerShell, JavaScript, and/or Python
GitHub APIs
GitHub Webhooks
Acrolinx"
DevOps Engineer,"A Career at HARMAN
As a technology leader that is rapidly on the move, HARMAN is filled with people who are focused on making life better. Innovation, inclusivity and teamwork are a part of our DNA. When you add that to the challenges we take on and solve together, youll discover that at HARMAN you can grow, make a difference and be proud of the work you do every day. What You Will Do :
About the Role:
This is DevOps engineer role will support Ignite R&D environments. He will be responsible for administrating Ignite R&D environments on AWS, do Deployments, Supporting Dev teams users and maintain technical documentation
What You Will Do
Working on CI/CD pipeline with technologies such as: BitBucket, Jenkins, Artifactory, Docker, K8S, Ansible, AWS
Deployment to R&D environments
Administration (installation, upgrade, configuration, maintenance, troubleshooting, etc)
Integration of tools
User support
Tools & processes improvements / automation / deployment
Technical documentation maintenance and creation
Requirements collecting based on customers Input
What You Need :
What You Need
6-8 years of experience as a DevOps Engineer in a Development environment
Proven experience creating CI/CD pipelines from scratch
Experience working with Linux on a daily basis (CLI not GUI)
Strong knowledge of Linux OS - RedHat 7 or equivalent
Deep knowledge of Jenkins, Docker, K8S, Ansible, Git., Web services deployment
Knowledge of Networking: DNS, NAT configurations, firewall, port mappings etc.
Hands-On experience in AWS: setting up AWS ELB, AWS ALB, AWS-S3, Route53 service, security groups, Cloudwatch, Web Access Firewall, etc.
1 year of working with Kubernetes on an Operator level.
Experience working with Monitoring tools (Grafana, Prometheus, Zabbix)
Scripting languages: Python, Bash and Groovy
Experience with creating automated infrastructure using Terraform and Ansible
Excellent communication skills & a team player with proven written and presentation skills in English
Excellent troubleshooting skills
Self-learning abilities
Multi-tasking
Must be service oriented
English: speaking, reading and writing on an almost native level
What is Nice to Have
Experience in SW projects lifecycle and methodologies
Familiarity with Web servers like Apache, JBOSS
Knowledge in Maven / Ant
Experience in Java programming
Security Oriented
What Makes You Eligible
Be willing to work in an office in Bangalore
Be willing to maintain complicated K8S environments on AWS
Be willing to resolve users requests and incidents
What We Offer
You will work in a dynamic customer-oriented environment
You will be part of our highly motivated R&D team
You will have the opportunity to work autonomous and promote own initiatives
You will have the opportunity to use your troubleshooting skills
HARMAN is an Equal Opportunity /Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or Protected Veterans status. HARMAN offers a great work environment, challenging career opportunities, professional training and competitive compensation. ()
00-8.00 Years"
Wordpress Developer,"Job Description
2+ years of professional wordpress website development experience
Proficiency in HTML, CSS, Bootstrap, jQuery and JavaScript for best designs
Hands on experience in WordPress (CMS) and any WooCommerce framework
Experienced developing Mobile responsive websites.
Proficiency in Photoshop, Illustrator or other visual tools
implement and maintain high-quality SEO policies and having real time experience in optimizing the website on page loading speed
Up-to-date with the latest Web trends, techniques and technologies
Professional portfolio with at least 10 Wordpress Website and 5 Woocommerce websites for internal review
Job Type: Full-time
Salary: Up to 300,000.00 per year
Experience:
Wordpress: 2 years (Preferred)
Woocommerce: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Location:
Bengaluru, Karnataka (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Backend Developer,"NOTE: Joining Immediately
Experience - 4-5 Years
Location : DELHI
Requirements & Responsibilities:
-3 years of experience developing web applications using J2EE.
- 2-3 year of experience in Spring Boot.
- knowledge of MicroServices will be given advantages.
- Experience working with SOAP, Rest, Oauth2, MySQL, Tomcat, Springboot , Microservices.
- Expertise developing enterprise-level web applications and RESTful APIs using MicroServices, with demonstrable production-scale experience.
- Working experience in Industry Standard protocols related API Security is a must.
- Demonstrate strong design and programming skills using JSON, Web Services, XML, XSLT, PL/SQL in Unix , Linux and Windows environments.
- Strong background working with Linux/UNIX environments.
- Strong Shell scripting experience.
- Working knowledge with MySQL, DB2 or Mongo DB databases.
- Passion to stay on top of the latest happenings in the tech world and an attitude to discuss and bring those into play.
- Strong agile/scrum development experience
- Strong collaboration and communication skills within distributed project teams
Job Type: Full-time
Schedule:
Day shift
Experience:
JSP: 1 year (Preferred)
j2ee: 4 years (Preferred)
springboot: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Java SE 7 Programmer (Preferred)
Industry:
Software Development
Work Remotely:
No"
Machine Learning,"A dynamic professional with 8 years of work experience in ERP.
Extensive experience in implementation, customization and production support of ERP systems.
Excellent in interacting with the users in collecting the requirements and Proficient in customizing the requirements to Functional Specifications."
Backend Developer,"Tailwebs is a company that develops and markets a family of mobile apps and web-based applications that provides businesses with the very best information-gathering technology. Right now, we are adding some awesome tech geeks to our team of our engineers.
We are looking for a motivated Full Stack Rails Developer to come join our fast-paced, fun and rewarding agile team of professionals to create and support our family of business and mobile apps and web-based applications who will be building and working on very high-end projects which are very competitive in the market.
At Tailwebs, you will have the opportunity to work on challenging technology problems and design solutions that are lasting, sustainable, and positive. You will be part of a cross-functional Scrum team and get to work alongside other top talents, including our growing team of designers, engineers, and awesome developers.
*The ideal Rails Developer will: *
-Develop and maintain new and existing Ruby on Rails-based applications
- Should know GitHub, front-end technologies, such as JavaScript, HTML5, and CSS3
-Familiarity with concepts of MVC, Mocking, ORM, and Restful
-Design new relational data models and update existing ones using MySQL databases
-Proficient understanding of code versioning tools {{e.g. Git, GitHub, Mercurial or SVN}}
Familiarity with development aiding tools {{such as Bower, Bundler, Rake, etc}}
-Familiarity with continuous integration
-Develop code for both front-end and back-end components
-Participate in client meetings and translate their needs into technical requirements
-Work with designers to implement designs and user interfaces
-Work with continuous integration/ continuous delivery tools to automate application testing and deployment
-Generate and maintain detailed documentation
-Remain up to date with new development trends and technologies, and contribute to company-wide technology decisions.
*How you qualify for this: *
The successful applicant should have:
- 2 to 4 years of backend development experience
-Experience developing server-side web applications using frameworks such as Django or Ruby on Rails
-Proficiency with modern front-end web development tooling (HTML5, JavaScript, CSS3, preprocessors & frameworks)
-Experience with React or similar component-based interface libraries
-Willingness to learn new languages or technologies as necessary
-Experience integrating third-party APIs
-Ability to self-manage and meet aggressive deadlines
-Ready to work remotely and to travel to office location as necessary.
*Job-Type: * Full time
Job Type: Full-time
Salary: 300,000.00 - 600,000.00 per year
Benefits:
* Work from home
Schedule:
* Day shift
* Flexible shift
* Weekends
Experience:
* Backend Development: 1 year (Required)
* Ruby on Rails: 1 year (Preferred)
Industry:
* Software Development
Work Remotely:
* Temporarily due to COVID-19"
Node js developer,"Job description
Experience : 1 to 2 Years
Strong Node JS Experience
Exposure with HTML 5, CSS
Worked on design as well API building understanding
Design, build and maintain high performance, reusable and reliable Javascript code.
Comfortable with Agile development.
Good knowledge of Javascript
Knowledge of JSON
Knowledge of Angular
Interested and eligible candidates are requested to send their CV together with personal details by e-mail address hr@pravelsolutions.com"
Wordpress Developer,"WordPress Developer (1-3 yr EXP)
Hands on experience of PHP, MYSQL, Wordpress & Framework (Codeigniter).
Functional knowledge of HTML5, CSS, Bootstrap, Javascript & JQUERY.
Ability to perform modifications in existing Wordpress sites
Ability to customise themes and plugins
Candidate must be a good team player with good communication skill.
Self-motivated with the ability to focus on multiple task
Willingness to learn & implement new technologies in time limit is essential.
Job Type: Full-time
Salary: 10,000.00 - 18,000.00 per month
Experience:
WordPress: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Industry:
Software Development
Work Remotely:
No"
iOS Developer,"We are looking to hire a talented iOS Developer to design, build, and maintain the next generation of iOS applications. Your primary focus will be developing high-end iOS applications for the latest Apple mobile devices. Your duties may include collaborating with the design team for new application features, identifying and fixing application bottlenecks, maintaining the core code, and updating applications published on the App Store.
To ensure success as an iOS Developer, you should have a strong working knowledge of iOS Frameworks, be proficient in Objective-C, and be able to work as part of a team. Ultimately, an outstanding iOS Developer should be able to create functional, attractive applications that perfectly meet the needs of the user.
iOS Developer Responsibilities:
Designing and building mobile applications for Apples iOS platform.
Collaborating with the design team to define app features.
Ensuring quality and performance of application to specifications.
Identifying potential problems and resolving application bottlenecks.
Fixing application bugs before final release.
Publishing application on App Store.
Maintaining the code and atomization of the application.
Designing and implementing application updates.
iOS Developer Requirements:
Bachelors degree in Computer Science or Software Engineering.
Proven experience as an app developer.
Proficient in Objective-C, Swift, and Cocoa Touch.
Extensive experience with iOS Frameworks such as Core Data and Core Animation.
Knowledge of iOS back-end services.
Knowledge of Apples design principals and application interface guidelines.
Proficient in code versioning tools including Mercurial, Git, and SVN.
Knowledge of C-based libraries.
Familiarity with push notifications, APIs and cloud messaging.
Experience with continuous integratio
Maximum Exp: ( 6month to 1 year)
Candidate Should be from Mumbai location Only can Apply for Same
Need Immidetly Joiner joining will be from 12/11/2020
Candidate calls for more detail & to schedule the interview for 11th NOV 2020
HR Krishna 7400392271
HR Rohan 7021123732
Application Deadline: 14/11/2020
Job Types: Full-time, Walk-In
Salary: From 20,000.00 per week
Schedule:
Day shift
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
iOS: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Preferred)
Work Remotely:
Yes"
Java Developer,"Friday, October 16, 2020
The Web Software Developer is responsible for the development and support of Hightower's public websites and maintenance of Hightower's internal content management applications and services. The Web Software Developer will be experienced in modern full stack development with a focus on JavaScript and the AWS platform.
Key Responsibilities:
Develop and test customized software applications
Write well designed, testable, efficient code by using best software development practices
Solve or recommend solutions for complex issues and problems
Be responsible for maintaining, expanding, and scaling the Hightower Corporate site and the Advisor Practice sites
Manage issues related to migrating new Hightower advisor businesses onto Hightower's web platform
Knowledge, Skills, & Abilities:
Demonstrated sense of logic, creativity, decision making, and problem resolution
Excellent communication skills
Ability to multi-task and provide a high-quality solution under pressure
Stays current in IT technologies to maintain a high level of subject matter expertise
Familiarity with the AWS platform and its offerings
Expertise in HTML, CSS, JavaScript, Node.js
Strong understanding of JavaScript frameworks such as Angular, React, or Vue as well as relational and document-based database technologies
Excellent understanding of data, data structures, and data relationships
Required Experiences:
Bachelor's degree in computer science (or a relevant field)
5+ years of relevant work experience
Other details
Pay Type
Salary"
Network Administrator,"Solving operating system Win XP, win vista, Win 7 related problems, user accounts creations and maintain, block, reset passwords
 Handle daily technical support activities on desktop support (Windows), data network and server management.
 Install and test desktop software applications and internet browsers.
 Setup computers and install software for various applications and programs.
 Addressing user tickets regarding hardware, software and networking
 Walking customers through installing applications and computer peripherals
 Deploying basic software in Windows Deployment Service or server to install all kind of windows operating system.
 Handle switch and router troubleshooting issues
 Troubleshooting network connectivity in a LAN environment
 Installing and Configuring Windows 2008 & 2012 Server
 Configuring Active Directory, Domain and Sites.
 Knowledge in SCCM Client installation, Software Distribution, Patch Management. backups.
Job Type: Full-time
Salary: 12,000.00 - 20,000.00 per month
Schedule:
Rotational shift
Experience:
system administration: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No
Speak with the employer
+91 9176670269"
PHP Developer,"Hello Everybody,
Currently we are hiring Experienced PHP develoepr, Work From Home facility will be available. Candidate must have strong knowledge in Laravel, MySQL and Wordpress. Wordpress plugins development knowledge will be bonus.
Please contact us ASAP.
Thanks.
Job Types: Full-time, Walk-In
Salary: 10,000.00 - 20,000.00 per month
Experience:
software development: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
Python (Preferred)"
Network Administrator,"Sportz Interactive is looking to hire an experienced IT Support associate with experience in Systems Administration, IT infrastructure and networking, with exposure to DevOps.
ROLE:
Complete responsibility for effective installation/configuration, operations and maintenance of systems hardware and software infrastructure
Managing IT Systems, Networks, IT infrastructure and various applications working across teams
Ensuring reported issues are resolved within defined SLA
Creating impeccable data security, backup infrastructure and managing firewall device
Evaluating software/hardware products (free/commercial) and working with vendors, managing licensing requirements and IT procurement
Monitoring the system daily and respond immediately to security/usability concerns
Managing and troubleshooting of switches and access point
CANDIDATE PROFILE:
Must-Have:
2-4 years' experience in Systems Administration with IT Infrastructure and networking
Strong understanding of DNS management, Email management, End-point security
Experience in Windows ServersGood Communication Skills
Passion for sports, Problem-solving, Team player, Target & Result orientation.
Good to Have:
AWS Cloud Infrastructure management for overall value addition
Experience in Firewall management
Managed large server farms including cloud remotely and in an automated fashion
Certified courses in Information Technologies and Security Domain (CCNA/CCNP/MCSE/CEH)"
Django Developer,"Capcee is looking for passionate Fresher's who have keen interest for python/django
Training duration: 6 months
Your confirmation will be based on your performance during the six month of Free training period
Qualification:
B.tech,BSC,BCA,MCA,
Key Competencies:
*SQL Operations
*Must be very well familiar with object oriented programming.
*Understanding of the threading limitations of Python,
*Good understanding of front-end technologies like HTML, Javascript etc
Job Type: Full-time
Work Remotely:
Temporarily due to COVID-19"
DevOps Engineer,"Experience 5-10 Years
Work location Bangalore
Base location Bangalore
CTC/Budget 20-24 LPA
Technology AWS , CLOUD, DEVOPS
Additional Information
We have an opportunity with with one of our reputed client in Bangalore for DevOps Engineer .
Exp: 5-8 Years, CTC :20-24 LPA (Inclusive 8% Variable)
Interview Process: Questionnaire + WebEx Round (Should be available to complete assignment in weekdays and should be ready for 90 Min WebEx round)
Skill Required (Technical)
Incidents,Production,CI/CD,designing,JBoss,Testing,solution selling,cloud,schedules,indian institute of Technology,QA,aws,SDLC,implementation,solution,devops,automation,Apache Tomcat,scripting,planning,Leadership HIring,developing,Production support,logistic documentation,infrastructure,application development,product development,Python,life insurance,django,perl scripting,Quality Assurance,technology,coordination,IT infrastructure,Processes,transformation,IT product,Java,architecture,support,maintenance,Linux,Advance Excel,Ruby on Rails,strategy,reporting,Automation Testing,tomcat,Solr,orchestration
Skill Required (Other)
Very Good communication skills
Ready to work in bangalore
Responsibilities"
Full Stack Developer,thrilled announce hiring grow team product ! 3play medium offer truly unique opportunity work small team developer company offer startup-minded size culture robustly backed steady stream customer project every day system process hundred hour video content helping u improve expand way people consume online medium make web video content accessible also excited brand-new product pipeline ! looking enthusiastic full stack developer strong work ethic eager learn solve challenging problem build new feature product pair developer well work independently project given every opportunity show made take charge project need little leadership work large new product fix small bug everything role responsibility expand transcript editing tool used hundred captioners customer efficiently edit time-synchronized text along video source add creative new feature interactive transcript video accessibility plugins implement new feature request well fix customer contractor facing application build integration third-party apis including video hosting platform cloud-based machine learning service speech-to-text text-to-speech service aggregate analyze visualize large data set across hundred thousand hour billion word worth uploaded video content pitch team component application demand immediate attention position requirement 3+ year experience demonstrable aptitude ruby rail another web development framework strong communication collaboration skill determination step challenge eagerness learn share knowledge good problem solving debugging ability self-motivation drive progress including collaborating others insatiable curiosity discover everything work hood least one 1 2+ year professional experience writing kind software ; 2 degree cs-related field nice proficiency coding language ruby python java c++ good knowledge javascript html cs familiarity algorithm algorithmic complexity git & github collaborative version control system company 3play medium rapidly growing profitable start-up making huge impact way people consume online medium provide premium captioning transcription audio description translation solution 2500 higher ed enterprise medium government customer goal simplify workflow flexible apis secure online account system integration multitude player platform lecture capture system got start 2007 mit sloan based boston work environment awesome work environment ! team hard working laid back fun politics wasteful meeting project get done quickly efficiently team dedicated building successful company spacious office lot natural light game room friendly dog named bo share view ambition time need work long difficult hour work fun interesting gratifying work direct impact company success location perk boston fort point red line near south station heart boston thriving innovation district boston seaport new restaurant bar popping regularly surrounded boston buzzing tech scene benefit competitive compensation stock option medical dental vision plan 401k vacation/sick pay disability life insurance transportation subsidy company outings/social event beer/kombucha/cold brew tap
Network Administrator,"We are looking for Azure System Administrator with following requirement
A clear understanding of core Cloud Computing services is highly crucial for an Azure platform-specific job role. You need to understand the basic functioning of Networking, Databases, Software, and Servers in the Cloud.
Basic Microsoft knowledge is mandatory for professionals looking for a career in Azure System Administration. You need to have experience in using products such as PowerShell and Office 365. As a result, you can understand the ways in which these services Integrate with Azure.
Another important aspect to focus on is programming knowledge. Azure administrators need to have expertise in any one of the programming languages
Skills Required:
1. Configure Networks
2. Monitor Resources and Log Analytics
3. Implement and Manage Storage
4. Implement Security and Protecting Identities
5. Excellent Communication skills
Job Type: Full-time
Salary: 35,000.00 - 40,000.00 per month
Schedule:
Evening shift
Rotational shift
Supplemental Pay:
Overtime pay
Work Remotely:
No"
Flutter Developer,"Job Description:
The Flutter Mobile Developer will create multi-platform apps for iOS and Android using Google's new Flutter development framework.
Prior experience developing with Flutter is mandatory.
Experience developing with Dart, whether with Flutter and/or for the web, is required. Additionally, deep experience contributing to and managing high-scale production mobile apps is desired. Expertise in iOS and/or Android development is preferred.
Minimum of 5-6 years full-time mobile development experience (iOS, Android).
Minimum 1 year of Experience with Flutter & Dart.
Bonus Points - Experience with Java and/or Swift/Objective-C.
Experience launching and managing Production mobile apps on both OS i.e. Android & IOS.
Experience authoring, testing, and deploying code mission-critical applications.
Experience developing integrations with common APIs (e.g., Firebase, Twitter, Instagram, Stripe, Youtube, Google etc.)
Mindset to take up project individually.
Must have built at least two Android and/or iOS apps with Flutter. Have published one or more mobile apps on Google Play or App Store.
Experience working in an agile development process.
Writing clear, maintainable and testable code."
DevOps Engineer,"About the Position:
We are building Cloud Services based on micro services. As we take our next big step forward in our company, in the implementation of scalable, reusable platform services that will form the core of our technology and software solutions as we move into the future. This position needs the you to lead, develop, coach teams in building end to end automation and monitoring of cloud scale systems. In this role, you will lead teams by example to create self-service, fully automated deployment systems that helps in deployment of our solution. You will ensure that our solution can be continuously released with high levels of confidence while also improving the scalability, reliability, quality and performance of the Continuous Delivery/DevOps systems
Responsibilities:
Define and drive end-to-end agile DevOps based software development life cycle with end to end automation in mind (Tools & Processes)
Establish software architecture patterns with High Availability, scale, security, monitoring, and configuration of cloud platform services.
Provide software architecture guidance and design patterns for PaaS and distributed system services development.
Planning, installing and deploying highly available solutions on public cloud
Designing, implementing, and managing DevOps capabilities in cloud offerings using CI/CD toolsets and automation
Work with development teams across multiple organizations to drive automation, establish software standards, service modularity, code reuse, testing, and deployment/management of micro services.
Work with engineering, product management, and operations teams to establish standards and repeatable processes for managing change, and brownfield upgrades across different environments.
Communicate effectively at various levels, translate needs and synthesize high-level designs/processes, guide agile iteration sequencing, and drive overall outcome with scrum teams.
Mentors and coaches team members.
Minimum Qualifications: Bachelors engineering degree
Preferred Qualifications:
5-7 years of Designing and implementing end to end automation
4+ years configuration management/automation tools such as Puppet, Chef, Ansible ,Terraform or SaltStack,
Experience in Python.
Significant experience with tools used for automated deployment, scaling, and operations of application containers such as Kubernetes/Mesos
Good technical understanding of distributed systems, large-scale server and cloud infrastructures
Experience with public clouds such as AWS, Azure, GCP
Experience in deploying & managing clustered applications
Working knowledge of Jenkins and Git
Keen understanding of package management system
Network automation such as switch configurations, routing, & load balancers"
Software Engineer,"Software Engineer with skills HTML 5, EJB,HTML 5,HTML,CSS,DHTML,HTML 4.1,CSS 3 for location Noida, India
Posted on: November 06, 2020
Share on Linkedin
Share on Twitter
Share on Facebook
Share on WhatsApp
ROLES & RESPONSIBILITIES
- Strong knowledge of HTML/HTML5, CSS/CSS3, JavaScript, JQuery.
- Should have experience in converting PSD to HTML
- Fully responsive layout
- Strong knowledge of HTML/HTML5, CSS/CSS3, JavaScript, JQuery.
- Should have experience in converting PSD to HTML
- Fully responsive layout
EXPERIENCE
9 Months - 2 Years
SKILLS
Skill Category: UI/UX
Primary Skill: HTML 5
Additional Skill(s): EJB,HTML 5,HTML,CSS,DHTML,HTML 4.1,CSS 3
ABOUT THE COMPANY
Infogain is a Silicon Valley headquartered company with software platform engineering and deep domain expertise in the travel, retail, insurance and high technology industries. We accelerate the delivery of digital customer engagement systems using digital technologies such as cloud, microservices, robotic process automation and artificial intelligence to our clients.
Infogain delivers positive business outcomes for Fortune 500 companies and digital natives, using rapid prototyping and a solid foundation of DevSecOps-based software platform engineering that ensure high-quality and on-time delivery. A ChrysCapital portfolio company, Infogain has offices in California, Washington, Texas, London, Dubai, India and Singapore, with delivery centers in Austin, New Delhi, Bangalore, Pune, and Mumbai."
iOS Developer,"Skill Sets
 Proven working experience in software development.
 Working experience in iOS development.
 Have published one or more iOS apps in the app store.
 A deep familiarity with Objective-C and Cocoa Touch.
 Experience working with iOS frameworks such as Core Data, Core Animation, Core Graphics and Core Text.
 Experience with third-party libraries and APIs.
 Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies.
 Solid understanding of the full mobile development life cycle.
Responsibilities
 Design and build advanced applications for the iOS platform.
 Collaborate with cross-functional teams to define, design, and ship new features.
 Unit-test code for robustness, including edge cases, usability, and general reliability.
 Work on bug fixing and improving application performance.
 discover, evaluate, and implement new technologies to maximize development efficiency.
Job Type: Full-time
Pay: 100,000.00 - 400,000.00 per year
Schedule:
Day shift
Supplemental Pay:
Quarterly bonus
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
iOS: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Preferred)"
